Organization,Labels,Title,Description,Source,Additional Metadata
ICAR,"C3. Major Farming Situation/Land Situation: Midland rainfed coarse loamy soils,
 Rice",C. Monsoon/Weather Situation: 6 Weeks Delay (Onset: 6th Week of July) - Early Season Drought," > Normal Crop/cropping system Rice
 Suggested Contingency measures
 >Change in crop/cropping system
 Don 2
 DSR ( Improved rice variety) var .- IR-64 DRT 1, Shabhagi Dhan, BVD 111, Abhishekh Transplanting (Hybrid rice varieties)Var .- Arize6444 (Gold), KRH 2, PHB 71, PAC 801, 807, MTU 1001, 1010, DRRH 2
 Don 2
 Plain land Horticulture Crop
 Vegetable- Tomato/ chili/ Sweet potato/ Dolichos Bean/ French bean/ Cabbage / Cauliflower/ Amaranthus leaf/ Capsicum Fodder crop
 Blackgram/ Greengram/ Cowpea/ Sorghum/ Maize/ Rice bean(Moth bean)/ Thin Napier
 In late August-September Rabi Maize/ Lady's Finger/Jute/ Dhaincha for seed/ Sugarcane
 Vegetable crops
 Tomato- Swarn lalima, BT 12, Swarn vaibhaw, Samrat, Hybrid- Swarn sampada, Swarn samridih, Pusa hybrid 1 Suraksha
 Chili- Spices- Andhrajyoti, Pusasadabahar, NP 46, Jwala, KA 2, California wonder, Chinese giant, Yellow wonder, Bharat
 Sweet potato-Shribhadra (80-90), Kalinga, Birsa sakarkand 1, Gauri
 Dolichos bean-Swarna utkrist, Swarna rituwar
 French bean- Bushy- Pant anupma, Swarna priya, Arka Komal, Stringless, Creeper- Kentuky wonder, Birsa priya, Swarna lata
 Cabbage- early- Golden acer, Early drumhead, Pride of India Late- Late drumhead, sabyay cabbage, 7 Ganga, Jamuna, Kaveri, Shri ganesh cabbage 8
 Cauliflower-Summer- Early kuwari, Pusa katki, Pusadipali, Early synthetic, Mid early- Pusa ketaki, Pusadipali, Pusa him jyoti, Pant subhra, Late- Maghi, Snowbowl 16, Dania, Pusa snowbowl, K Pusa snowbowl, Hybrid- Himani, Swati, Endum early Pusa hybrid 1
 Capsicum-California wonder, Yellow wonder, Arka mohini, Arka gaurav, Hybrid- Bharat, Indra Lady's finger- Pusa A 4, Arka anamika, Varsa uphar, Hybrid- Sonal, Sarika
 Fodder crop
 Blackgram- Birsa urd 1 (75-80), PU 19/31/35 (70-75), WBU 109 (70-75), Uttara (75-80 small grain)
 Greengram- HUM 16, IPM-02-03-60-65, SML 668 (summer)
 Cowpea- bushy- CP 4, Arka garima, Pusa komal, Pusa barsati Creeper- Birsa sweta, Swarna sweta, Swarn harit Sorghum-PC-1, PC-6, PC-23, HC-136, HC-171, PSC-1, Pant Chari-5, Pant Chari-6 and Sorghum Sudan hybrid Maize- African tall, JS-1006 and Vijaya composite.
 > Agronomic Measures
 > Staggered Nursery raising by MAT/DAPOG method
 > Follow community based nursery raising
 >Transplant 4-5seedling /hill
 > Increase seed rate in DSR
 > Follow RDF,INPM
 > Use early to mid early duration of rice variety.
 > Nursery management- 1 kg N + 1kg P Os + 1 kg K O for 100 m2
 > Seed rate 80-100 kg/ha for improved rice variety and 15 kg/ha for hybrid rice
 > Topdressing above mentiond dose 10-15 days after sowing
 >n nursery- Carbofuron 3G @300 gm/100 m2 10 days before uprooting of seedling
 >Spacing DSR- 20 cm row for PDS and for transplanting 20-25 X 15-25 cm
 > Fertilizer dose- 80:40:20 kg/ha N : P O : K,O (Basal 1/2 N + full dose PO5 + 2/3rd K O and rest before flowering and for hybrid 120-150 kg N + 60 Kg P2Os + 40 K2O/ha ( (Basal 1/2 N + full dose P2O5 + 2/3rd K2O; 1/4th N at 20-25 DAS; 1/4th N at 45 DAS ; 1/3rd K,O at the time of flowering.
 >DSR-Use plastic drum seeder rice tools
 > Pre and Post emergence weedicide
 >Construction of DOBHA for Lifecycle saving irrigation
 >Follow Ridge and furrow method in maize and vegetables.
 > Use mulch for temperature and moisture regulation.
 > Rice pest and disease management- Stem borer- Carbofuron 3 G 12 kg/acre , Gall midge- Monocrotophos @ 1ml/lt. water; Gundhi bug, leaf folder and BPH -Quinolphos 25 EC(Ekalux) dust @ 25 kg/ha; Falsesmut- 1st spraying at time of flowering and 2nd 10 days after 1st spraying of Propiconazole @ 0.1 % or Nativo @ 0.04 %; Blast- Beam or Tricyclazole @ 0.6 gm /lt water; Termite- Methyl parathion dust @ 25 kg/ha
 >Pest and disease management- Pigeonpea-leaf folder- Methyl demoton @ 1.5 ml/lt. water; Blackgram and Greengram- Leaf minor- Monocrotophos @ 1ml/lt. water, Mosaic- Methyl Demoton @ 1.5 ml/lt. water; vegetables- Nursery management- Application of carbofuron 3G @ 3 gm/m2 before 10 days of transplanting followed by application of Tricoderma along with half rotten cow dung @ 1 kg Trichoderma in 100 kg cow dung (20 days staying period required for cow dung treated with Trichoderma), rainy potato-Ridomyl MZ @ 1-2 gm/lt. water.
 ",JHARKHAND_2019_Dist_Agri_Contingency_Plans_Santhal_Divison,NA
ICAR,"C4. Major Farming Situation/Land Situation:
 Lowland sandy clay loam soils,
 Agriculture,
 Crop Management and Climate
 Adaptation,
 Transplanted paddy (IR 36, Swarna local)","C. Monsoon/Weather Situation: 6
 Weeks Delay (Onset: 6th Week of
 July) - Early Season Drought"," > Normal Crop/cropping system Transplanted paddy (IR 36, Swarna local)
 Suggested Contingency measures
 > Change in crop/cropping system
 Plain land Discard long duration Variety ( Rajshree, BPT 5240, MTU-7029
 Alluvial Land (medium duration rice variety)- DSR(Improved Rice variety ) Var .- Shabhagi Dhan, IR 64-Drt 1, Abhishek (120 days)
 Transplanting (Hybrid rice varieties) Var .- KRH 2, PHB 71, PAC 801, 807, MTU 1001, 1010, DRRH 2, Akshayadhan, 27P52, Arize 6644 (Gold)
 In late August-September Rabi Maize/Jute/Sugarcane/ As fodder crop - Berseem (MC)/ Oat (MC)/ Rye grass/ Lucern
 > Agronomic Measures
 >Staggered Nursery raising by MAT/ DAPOG method
 >Follow community based nursery raising
 > Use Plastic Drum Seeder with sprouted seed and increase seed rate by 20-25 Per cent Follow RDF,INPM
 > Use early to mid early duration of rice variety.
 >Transplant 4-5seedling /hill
 > Nursery management- 1 kg N + 1kg P2O5 + 1 kg K2O for 100 m2
 > Seed rate 80-100 kg/ha for improved rice variety and 15 kg/ha for hybrid rice
 > Follow RDF,INPM
 > Topdressing 1 kg N + 1kg P2Os + 1 kg K2O for 100 m2 at 10-15 days after sowing
 >In nursery- Carbofuron 3G @300 gm/100 m2 10 days before uprooting of seedling
 >Spacing DSR- 20 cm row for PDS and for transplanting 20-25 X 15-25 cm
 >Fertilizer dose- 80:40:20 kg/ha N : P Os : K2O (Basal 1/2 N + full dose P2O5 + 2/3rd KO and rest before flowering and for hybrid 120-150 kg N + 60 Kg P2O5 + 40 K2O/ha ( (Basal 1/2 N + full dose P2O5 + 2/3rd K2O; 1/4th N at 20-25 DAS; 1/4th N at 45 DAS ; 1/3rd K,O at the time of flowering.
 > Pre and post Weedicide
 > Proper bunding for water retention,
 >For Life saving irrigation construct DOVAS
 >Rice pest and disease management- Stem borer- Carbofuron 3 G 12 kg/acre , Gall midge- Monocrotophos @ 1ml/lt. water; Gundhi bug, leaf folder and BPH -Quinolphos 25 EC(Ekalux) dust @ 25 kg/ha; Falsesmut- 1st spraying at time of flowering and 2nd 10 days after 1st spraying of Propiconazole @ 0.1 % or Nativo @ 0.04 %; Blast- Beam or Tricyclazole @ 0.6 gm /lt water
",JHARKHAND_2019_Dist_Agri_Contingency_Plans_Santhal_Divison,NA
ICAR,"A1. Major Farming Situation/Land Situation:
 UP LAND Sandy red lateritic soils,
 Agriculture,
 Crop Management and Climate
 Adaptation,
 Upland rice, Maize, Vegetables, Cowpea,
 Groundnut+ Pigeonpea, Maize +
 Pigeonpea, Bhindi + Maize","A. Monsoon/Weather Situation:
 Normal onset followed by 15-20 days
 dry spell after sowing (Early Season
 Drought-Normal onset)"," > Normal Crop/cropping system
 Upland rice, Maize, Vegetables, Cowpea, Groundnut+ Pigeonpea, Maize + Pigeonpea, Bhindi + Maize
 Suggested Contingency measures
 > Change management
 Cultivate drought tolerant promising non paddy crops like pigeonpea, blackgram, greengram, rice bean, fingermillet, guar, sesame, soyabean, sorghum, pearl millet, sweet potato, castor and vegetables like radish, tomato,, brinjal, creeper bean, chili, lady's finger wherever possible in place of upland rice
 > Maximum use of organic manures for early seedling vigour along with RDF ( N:P2Og:KO)
 >Recommend to resow with subsequent rains for better plant stand.
 >When damage is Less than 30 per cent then go for Gap filling in all upland crops
 > When damage is More than 50 per cent then go resowing in all upland crops
 > Removing excess plants where are overcrowded, reduce crop stand to conserve soil moisture
 >Water spraying during evening and early morning
 > Soil nutrient & moisture conservation measures
 > Avoid top dressing of Urea during dry spell and wait till downpour
 > Go for in-situ moisture conservation
 >One hand weeding followed by hoeing and simultaneous eartingup after 20 DAS is highly recommended in all upland crops.
 >Remarks on Implementation
 Awareness for Construction of rain water harvesting structures for recycling of water during dry spell like DOVAS through SHG or on subsidized basis through State Govt. schemes.",JHARKHAND_2019_Dist_Agri_Contingency_Plans_Santhal_Divison,NA
ICAR,"A2. Major Farming Situation/Land Situation:
 MID LAND Sandy loam solis,
 Agriculture,
 Crop Management and Climate
 Adaptation,
 Rice","A. Monsoon/Weather Situation:
 Normal onset followed by 15-20 days
 dry spell after sowing (Early Season
 Drought-Normal onset)"," > Normal Crop/cropping system
 Rice
 Suggested Contingency measures > Change management
 Don 2
 >If possible, go for staggered raising of nursery in rice crop
 > If possible, raise community nursery of rice at a reliable water source to save time for further delay.
 >In case, if rice population is less than 40-50 percent, gap filled by retransplanting the rice crop and for more than 50 per cent mortality use fresh seeding for fresh transplanting.
 > Follow gap filling by removing seedlings from profuse tillers to have a uniform distribution of same aged plants
 > For termite and disease management in nursery spray Indofil M 45 and Chlorpyriphos @ 0.2 per cent
 > life saving irrigation
 > DSR on receipt of rain by using Paddy drum seeder or
 > High yielding varieties- follow transplanting while, Improved varieties - follow DSR
 > In case of DSR- Use sprouted seeds in plastic drum seeder with increased seed rate by 20-25 per cent for good crop stand
 > Late transplanted rice during early season drought results in the occurrence of sheath rot and grain discoloration diseases.
 > Follow pre emergence and post emergence weedicide to disturb/check the crop-weed competition for nutrient
 >Provide life saving and protective irrigation to over aged seedling in nursery through dovas (harvested rain water). Also, take care of blast disease in nursery and avoid using urea in nursery.
 > Strengthen the bunds to check the drainage holes and seepage loss in transplanted and direct sown medium land rice regularly
 Don3
 >Follow raised bed broad furrow or Ridge and furrow method for Maize/ Pigeonpea/ Lady's finger/ Blackgram/ Soybean
 > Life saving irrigation
 In case of transplanting of over aged seedling ( 35-45 days ), increase number of seedling per hill (5-6 seedling/hill)
 > Soil nutrient & moisture conservation measures
 > Life saving irrigation
 Dry seeding of rice with application of pre and post emergence weedicide in over aged seedlings (>25 DOS ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â· Split application of Urea fertilizer
 > Life saving irrigation
 Foliar spray of 2% KNO3 or 2% urea solution or 1% water soluble fertilizers like 19-19-19, 20-20-20, 21-21- 21 to supplement nutrition during dry spells
 > Remarks on Implementation
 Awareness for Construction of rain water harvesting structures for recycling of water during dry spell like DOVAS through SHG or on subsidized basis through State Govt. schemes.",JHARKHAND_2019_Dist_Agri_Contingency_Plans_Santhal_Divison,NA
ICAR,"A3. Major Farming Situation/Land Situation:
 LOW LAND Sandy clay loam soils,
 Agriculture,
 Crop Management and Climate Adaptation,
 Rice","A. Monsoon/Weather Situation:
 Normal onset followed by 15-20 days
 dry spell after sowing (Early Season
 Drought-Normal onset)"," > Normal Crop/cropping system Rice
 >Suggested Contingency measures 
> Change management
 > Life saving irrigation
 If possible, go for staggered nursery raising in rice crop
 > If possible, raise community nursery of rice at a reliable water source to save time for further delay.
 > In case, if rice population is less than 40-50 percent, gap filled by retransplanting the rice crop and for more than 50 per cent mortality use fresh seeding for fresh transplanting.
 > Follow gap filling by removing seedlings from profuse tillers to have a uniform distribution of same aged plants
 > Prefer mid early rice variety instead of late variety
 > Use pre and post emergence weedicide
 > Over aged seedling should be top cut and treat the seedlings root by Dursban/Chlorpyriphos @ 5 ml per It water and transplant immediately after treated seedlings with 2 per cent Urea solution
 > In case of transplanting over aged seedling ( 35-45 days ), increase number of seedling per hill (5-6 seedling/hill)
 > n fallow land go for cultivation of mid early duration rice variety through DSR @ 70-80 Kg/ha
 >  Soil nutrient & moisture conservation measures
 > Split application of Urea fertilizer
 > Foliar spray of 2% KNO3 or 2% urea solution or 1% water soluble fertilizers like 19-19-19, 20-20-20, 21-21- 21 to supplement nutrition during dry spells
 ",JHARKHAND_2019_Dist_Agri_Contingency_Plans_Santhal_Divison,NA
ICAR,"B1 At vegetative phase,
 B1.1. Major Farming Situation/Land
 Situation: UP LAND Sandy red lateritic
 soils,
 Crop Management and Climate
 Adaptation,
 Upland rice, Maize, Vegetables, Cowpea, Groundnut+ Pigeonpea, Maize + Pigeonpea, Bhindi + Maize","B. Monsoon/Weather Situation:
 Mid season drought (long dry spell,
 consecutive 2 weeks rainless
 (<2.5 mm) period"," > Normal Crop/cropping system Upland rice, Maize, Vegetables, Cowpea, Groundnut+ Pigeonpea, Maize + Pigeonpea, Bhindi + Maize
 Suggested Contingency measures
 > Change management
 > Use organic mulches such as tree leaves, straw and other available crop residue to conserve soil moisture
 > Avoid top dressing of fertilizers till sufficient moisture is available in soil
 > Use reflectant or antitranspirant like Kaolin @ 3-5 kg/100 It or
 > In pulses, at weekly interval foliar spray of KCI @ 0.5- 1 % + 100 ppm Boric acid followed by foliar spraying of 2 percent urea during evening time
 > Spray wax emulser
 > Manual weeding followed by hoeing for germinating weeds.
 > For termite and leaf folder control spraying or drenching of Chlorpyriphos @ 2ml/lt water and for all pulses and cereals.
 > For leaf folder control in Maize (Stem borer) and Pigeonpea apply Carbofuran 3 G @ 12 Kg/acre or Phorate 10 G @ 4 kg/acre or Quinolphos @ 1 ml/lt water in Maize for leaf folder
 > Also, spray @ 20/40/60 ppm CaCl2 in pulses
 > Vegetables- Foliar spray of water with 2 per cent KCI + 100 ppm Boron
 > Tomato- Foliar spray of CaCl2 @ 20/40/60 ppm
 > Gap filling may be done with pigeonpea to maintain adequate plant stand.
 > For termites in pigeonpea, maize and other standing cereal crops which can be controlled by soil drenching with chlorpyriphos 20 EC @ 2 ml/lt water or by adding Chlorpyriphos 1.5% dust @ 8- 10 kg/ha or Carbofuran 3G @ 12 kg or Phorate 10 G @ 4 kg.acre before final land preparation and also control Gallmidge
 > n green and blackgram, cowpea, bean and lady's finger the spread of YMV by insect vector may increase. Hence, to control insect vectors spray Dimethoate @1ml/ lt or Imidacloprid 4 ml/10 lt water twice at 10 days interval
 > In groundnut crop termites and white grub incidence is expected to be more. Methods suggested in rice may be followed to reduce the pest infestation.
 > Incidence of leaf miner in groundnut may increase which can be managed by spraying Monocrotophos 36 SL or Triazophos 40 EC @ 1 ml/lt. water twice at fortnight intervals.
 > Under dry condition incidence of mites is expected to be more in vegetable crops which can be brought down by spraying of dicofol @ 2 ml/lt water.
 > Early and mid season drought favours disease like brown spot of rice, bacterial wilt of brinjal and other vegetables
 > Soil nutrient & moisture conservation measures
 > Foliar spraying of DAP @ 2 per cent along with Boric acid @ 0.3 per cent. Also, spray Urea @ 1 per cent
 > Provide micro- irrigation with drip for wide spaced crops such as chilies and vegetables and Sprinklers for groundnut, maize and vegetables wherever ground/surface water is available.
 > Go for life saving and protective irrigation from constructed dovas.
 ",JHARKHAND_2019_Dist_Agri_Contingency_Plans_Santhal_Divison,NA
ICAR,"B2 At flowering/ fruiting stage,
 B2.1. Major Farming Situation/Land Situation: UP LAND Sandy red lateritic soils,
 Upland rice, Maize, Vegetables, Cowpea, Groundnut+ Pigeonpea, Maize + Pigeonpea, Bhindi + Maize","B. Monsoon/Weather Situation: Mid season drought (long dry spell, consecutive 2 weeks rainless (<2.5 mm) period"," > Normal Crop/cropping system Upland rice, Maize, Vegetables, Cowpea, Groundnut+ Pigeonpea, Maize + Pigeonpea, Bhindi + Maize
 Suggested Contingency measures
 > Change management
 > Maize- Harvest it for fodder use
 > Pulses- and vegetables- At 2-3 days interval spraying of water followed by 2 per cent KCI + 100 ppm Boron during evening time is recommended.
 > n case of groundnut maturing in the month of September which can be harvested after providing light irrigation through dovas to lose the soil.
 > Soil nutrient & moisture conservation measures
 Go for life saving and protective irrigation from constructed DOVAS.
 > Remarks on Implementation
 Promote for the construction of Rain water harvesting structure watershed programme and MNREGA",JHARKHAND_2019_Dist_Agri_Contingency_Plans_Santhal_Divison,NA
ICAR,"B3. At vegetative phase,
 B3.1. Major Farming Situation/Land
 Situation: MID LAND Sandy loam soils
 Normal Crop/cropping system Rice,
 Crop Management and Climate
 Adaptation,
 Upland rice, Maize, Vegetables, Cowpea, Groundnut+ Pigeonpea, Maize + Pigeonpea, Bhindi + Maize","B. Monsoon/Weather Situation: Mid season drought (long dry spell, consecutive 2 weeks rainless (<2.5 mm) period"," > Suggested Contingency measures
 > Crop management
 Don 2
 > Manual weeding followed by hoeing for germinating weeds
 >Take care of mealy bug and termite attack which are more prevalent in dry weather.
 >Top dressing should be followed only after receipt of rain.
 > No urea should be top dressed until receipt of rainfall in rice crop.
 > For BPH, dusting field bunds and around with Carbaryl (Savin)4% or malathion 5% @ 10 - 12 kg/acre Don 3
 > One manual weeding for germinating weeds
 > Apply 4 Kg N/acre in sorghum and oilseed crops soon after receipt of rains.
 > In pigeonpea, if the drought affected plants to recoup with the revival of the rains, spray 2 to 3% urea after the foliage is wetted with the rains.
 > Foliar application of Sulphur @ 1ppm to mitigate the stress condition in oilseed is necessary after receipt of rainfall
 > Apply post emergence weedicide for controlling weeds in oilseed (Groundnut) to undisturb the pegging process.
 > During 40-45 DAS, if there is a severe moisture stress, thinning may be done in kharif sorghum and pearlmillet.
 > Soil nutrient & moisture conservation measures
 > Foliar spray of KCI or ZNSO4 @ 2 per cent
 > Foliar spray of 2% KNO3 or 2% urea solution or 1% water soluble fertilizers like 19-19-19, 20-20-20, 21-21-
 21 to supplement nutrition during dry spells
 > Life saving irrigation through dovas, wells, ponds, check dams and bora bandh
 > Remarks on Implementation
 Promote for the construction of Rain water harvesting structure watershed programme and MNREGA",JHARKHAND_2019_Dist_Agri_Contingency_Plans_Santhal_Divison,NA
ICAR,"B4 At flowering/ fruiting stage,
 B4.1. Major Farming Situation/Land
 Situation: MID LAND Sandy loam soils,
 Crop Management and Climate
 Adaptation,
 Rice","B. Monsoon/Weather Situation: Mid season drought (long dry spell, consecutive 2 weeks rainless (<2.5 mm) period"," > Normal Crop/cropping system Rice
 > Suggested Contingency measures a) Crop management
 Don 2 and Don 3
 > Life saving irrigation with harvested water
 > Spray of urea @ 1-2 percent
 > Drought condition during the month of August-September onwards shall result in severe incidence of foliar blast and brown spot diseases in rice. It is advised to spray Tricyclazole (Tilt) @ 6 g/ 10 lt or Casugamycin @ or Kasu B @ 2 ml/lt. water twice at 10 days intervals during drought period.
 > Soil nutrient & moisture conservation measures
 > Foliar spray of KCI or ZNSO, @ 2 per cent
 > Foliar spray of 2% KNO3 or 2% urea solution or 1% water soluble fertilizers like 19-19-19, 20-20-20, 21-21- 21 to supplement nutrition during dry spells
 > Life saving irrigation through dovas, wells, ponds, check dams and bora bandh
 > Remarks on Implementation
 Promote for the construction of Rain water harvesting structure watershed programme and MNREGA",JHARKHAND_2019_Dist_Agri_Contingency_Plans_Santhal_Divison,NA
ICAR,"B5. At vegetative phase,
 B5.1. Major Farming Situation/Land
 Situation: LOW LAND Sandy clay loam soils,
 Crop Management and Climate
 Adaptation,
 Rice","B. Monsoon/Weather Situation: Mid season drought (long dry spell, consecutive 2 weeks rainless (<2.5 mm) period"," > Normal Crop/cropping system Rice
 > Suggested Contingency measures a) Crop management
 > Foliar spray of 2 per cent KCL followed by 1-2 per cent Urea.
 > Weeding should be done
 > Drought makes the crop vulnerable to sheath rot and sheath blight diseases. Maintenance of field sanitation followed by twice spraying at 10 days interval with validamycin 2-3 ml/lt water or Tricyclazole @ 6g/10 lt. water or carbendazim @ 2 g/lt water are advised.
 > Life saving irrigation
 > Soil nutrient & moisture conservation measures
 > Foliar spray of Foliar spray of Urea @ 2 per cent
 > Foliar spray of 2% KNO3 or 2% urea solution or 1% water soluble fertilizers like 19-19-19, 20-20-20, 21-21- 21 to supplement nutrition during dry spells
 > Life saving irrigation through dovas, wells, ponds, check dams and bora bandh
 > Remarks on Implementation
 Awareness for Construction of Ponds, check dam through water shed management & MNREGA scheme through SHG or on subsidized basis through State Govt. schemes.",JHARKHAND_2019_Dist_Agri_Contingency_Plans_Santhal_Divison,NA
ICAR,"B6. At flowering/ fruiting stage,
 B6.1. Major Farming Situation/Land
 Situation: LOW LAND Sandy clayloam soils,
 Crop Management and Climate Adaptation,
 Rice","B. Monsoon/Weather Situation: Mid season drought (long dry spell, consecutive 2 weeks rainless (<2.5 mm) period"," > Normal Crop/cropping system Rice
 > Suggested Contingency measures
 > Crop management
 > Drought condition during flowering and fruiting and onwards shall result in severe incidence of foliar blast and brown spot diseases in rice. It is advised to spray Tricyclazole (Tilt) @ 6 g/ 10 lt. water or Casugamycin @ or Kasu B @ 2 ml/lt. water twice at 10 days intervals during drought period.
 > Life saving irrigation
 > During drought, attack of gundhi bug shall be more more. Apply Quinolphos or Monocrotophos @ 1-2 ml per It. water.
 > Soil nutrient & moisture conservation measures
 > Weeding and foliar spray of urea @ 2 per cent
 > Foliar spray of 2% KNO3 or 2% urea solution or 1% water soluble fertilizers like 19-19-19, 20-20-20, 21-21- 21 to supplement nutrition during dry spells
 > Life saving irrigation through dovas, wells, ponds, check dams and bora bandh
 > Remarks on Implementation
 Promote for the construction of Rain water harvesting structure watershed programme and MNREGA",JHARKHAND_2019_Dist_Agri_Contingency_Plans_Santhal_Divison,NA
ICAR,"C1. At fruiting/pre physiological maturity stage,
 C1.1. Major Farming Situation/Land
 Situation: UP LAND Sandy red lateritic soils,
 Crop Management and Climate
 Adaptation,
 Upland rice, Maize, Vegetables, Cowpea,
 Groundnut+ Pigeonpea, Maize +
 Pigeonpea, Bhindi + Maize",C. Monsoon/Weather Situation: Terminal drought (Early withdrawal of monsoon)," > Normal Crop/cropping system Upland rice, Maize, Vegetables, Cowpea, Groundnut+ Pigeonpea, Maize + Pigeonpea, Bhindi + Maize
 > Suggested Contingency measures
 > Change management
 > Life saving irrigation to vegetables through stored moisture from constructed DOVA
 > If not possible to make survival harvest it for fodder use
 > Rabi Crop planning
 > Cultivation of Niger, Horsegram, Toria, linseed as relay/paira cropping
 > In case of availability of irrigation, go for cultivation of early Potato and pea (early Arkel group)
 > Prepare kachha check dam or Bora Bandh for Water conservation
 > Mid early variety of radish cultivation is recommended
 > Remarks on Implementation
 Promote for the construction of Farm ponds through watershed management programme and MNREGA",JHARKHAND_2019_Dist_Agri_Contingency_Plans_Santhal_Divison,NA
ICAR,"C1. At fruiting/pre physiological maturity stage,
 C1.2. Major Farming Situation/Land
 Situation: MID LAND Sandy loam soils,
 Crop Management and Climate
 Adaptation,
 Rice",C. Monsoon/Weather Situation: Terminal drought (Early withdrawal of monsoon)," > Normal Crop/cropping system
 Rice
 > Suggested Contingency measures a) Crop management
 Don 2
 > At milking , soft and dough stage spray KCL @ 2 per cent
 > In case of gundhi bug attack found more than ETL(>2 gundhibug /m2), spray Chlorpyriphos dust or Monocrotophos @ 1 ml/lt
 > If possible go for life saving irrigation
 > Late season drought generally results in outbreak of foliar, node, collar or neck blast of rice depending on the stage of crop.
 Don 3
 Instead of grain purpose crops like sorghum, pearl millet, maize, cowpea, black and greengram that can be harvested for fodder use
 > Rabi crop planning
 > Ensure for all inputs required for rabi season in advance.
 > In case of failure of kharif crops prefer sowing of pre rabi catch crops like, Toria, Niger, Horsegram, blackgram, sesame linseed in uplands to medium lands
 > Remarks on Implementation
 Promote construction of Rain water harvesting structure watershed programme and MNREGA",JHARKHAND_2019_Dist_Agri_Contingency_Plans_Santhal_Divison,NA
ICAR,"C1. At fruiting/pre physiological maturity stage,
 C1.3. Major Farming Situation/Land
 Situation: LOW LAND Sandy loam soils,
 Crop Management and Climate Adaptation,
 Rice",C. Monsoon/Weather Situation: Terminal drought (Early withdrawal of monsoon)," > Normal Crop/cropping system
 Rice
 > Suggested Contingency measures 
> Crop management
 > Life saving irrigation.
 > The land should be tilled properly in case kharif crop fails sow rabi crops like safflower, pigeonpea in sept- Oct (Short duration
 > Spray KCL @ 2 per cent followed by Urea @ 2 per cent
 > Mid early rice crop may be harvested at Physiological maturity
 > Cultivate vegetables like Tomato, Brinjal, Capsimum, Shimla mirch, Broccoli, Cabbage and Cauliflower, green pea and potato as per suitability near and around tributries
 > Rabi crop planning
 Prefer early sowing of wheat, Mustard, Chickpea, linseed and lentil as sole or intercrop Wheat + Chickpea (4:2) Wheat+ Mustard (4:3)
 > Remarks on Implementation
 Promote construction of Rain water harvesting structure watershed programme and MNREGA",JHARKHAND_2019_Dist_Agri_Contingency_Plans_Santhal_Divison,NA
